simulation_id,json_file,sequence,actor,text,external_id,audio_file_id
Learning Style Assessment Simulation_NAV,data.json,37,SYM,Congratulations!!! Nows've completed the assessment. Your trainer will tell you the result.,d9964733-4bf7-4022-88e6-e79ea7b719a6,9293af17-dcbf-4c44-b462-51ad0137dd55
Learning Style Assessment Simulation_NAV,data.json,38,SYM,This concludes your simulation.,3b445f15-1a9a-4cf9-8c2c-c4262d29b3cc,f66f71a7-4f18-45ca-affb-6d1a2d005260
Misc),data.json,1,SYM,[Phone rings],55fe54f9-c4e0-4d2d-87f5-01cc2701816e,9123832c-0be1-43a8-99c2-7e5b12d850d6
Misc),data.json,2,TRAINEE,"Thank you for calling Zinus, this is (Agent's Name), may I have your name and email address, please?",8125fcea-6707-4577-827d-68fb3f581b21,
Misc),data.json,3,SYM,Hi. My name is Alexis and email is cloudchaser252@gmail.com.,4305909e-9468-4913-bbfe-3fc96e6f0348,ec05c037-95b8-4e6f-a897-32554a1cb422
Misc),data.json,4,TRAINEE,"Thank you, Alex! How can I help you today?",e31fec08-c5ac-4ce3-915c-a45a6f6a35e2,
Misc),data.json,5,SYM,"We just ordered a bed and a mattress. It was actually delivered last week. Mattress was fine, there's just something about the bed frame. We're kind of not - liking the color. I think we still have the return period so we would like to take advantage of it and we will buy something else.",34f33c05-82ad-46f8-a634-4d71ef1a74ad,1b9060ae-fb3d-4e02-bd30-4203d0352f20
Misc),data.json,6,TRAINEE,"We're sorry to hear the bed frame did not work out for you. We can take a look at your options and discuss the return process. May I have your order number, please?",55b43626-f878-42ce-b1f9-bc845ccedc03,
Misc),data.json,7,SYM,Yes it's 3-3-0-0-3-0.,6669a3d0-68d5-4ce8-b023-699fd31d1509,1d202fbf-4e41-4b88-9513-1914ee6a3af8
Misc),data.json,8,TRAINEE,Thank you! Please bear with me while I validate your order.,351f66ae-a8c4-4424-863b-ed248e46012f,
Misc),data.json,9,TRAINEE,"I see an order placed January 9, 2024 for a bed frame and a mattress. To confirm the item that needs to be returned, that would be Olivia Metal and Wood Platform Bed Frame in Full size, correct?",c15a6087-3553-4886-851f-784f36c88174,
Misc),data.json,10,SYM,Yes. That is correct.,9e321b67-5e58-4790-b76f-d8e6527f9522,b95956dc-3889-42ec-8f40-77dd047a3d7b
Misc),data.json,11,TRAINEE,"Looking at the tracking details, it shows it was delivered January 13, 2024. I can confirm that you are still within the 30 days of your return period, Alex.",a819b857-513a-4c01-84a9-40ad884cc9e2,
Misc),data.json,12,TRAINEE,"To initiate the return, the bed frame needs to be returned back to us. Ensure that the item will be returned in its original packaging - complete with all original parts including the instruction manual.",725c1cd1-1167-4fa1-863b-5210c4b6237e,
Misc),data.json,13,TRAINEE,We will then send you a prepaid return label and provide instructions for arranging a FedEx pickup.,4cfdc0ff-dc0f-4b81-92dd-5e1b96b0fb08,
Misc),data.json,14,TRAINEE,"After we receive the returned item, a refund will be generated back to the original form of payment within 2-3 business days. We will email you all these details right after this call.",9b0237d7-2809-4a8f-b44a-990f37fbe878,
Misc),data.json,15,TRAINEE,"I hope I was able to explain the process of the return. Is there anything else I can help you with at the moment, Alex?",443d5b50-31d4-4e8d-8fec-9e73fcabe451,
Misc),data.json,16,SYM,Nope. Sounds good. I will wait for your email.,f7f3d3e0-39c7-4602-8e38-746b0e813578,8a6c0b70-a242-4d03-b66b-e25a8986b4b4
Misc),data.json,17,TRAINEE,"Awesome! If you have any questions, feel free to respond to the email anytime. And thank you for calling Zinus, we hope you have a wonderful day!",376a4e6d-3833-4bc2-a8f5-1e86ad8a856f,
Misc),data.json,18,SYM,Thanks! You too!,3ebbffb1-da22-4ec0-8faa-87b381114e63,93d1c9b5-62ee-423d-9acc-78198c05d904
Misc),data.json,19,SYM,This concludes your simulation.,4eeb1503-9373-448f-b8f1-80608abd7533,df1c30e1-1f28-4944-907f-0a2032997ccc
OSA - Parity,data.json,1,TRAINEE,"Thank you for calling Northwestern Mutual, Underwriting Case Management, this is ________. How may I help you?",eed7a967-0c9f-453a-82a6-6d79cdd713b5,
OSA - Parity,data.json,2,SYM,"Hi! This is Norm Weston calling from John Barrett's office. This case for Marty Juana has taken forever, what is the underwriter waiting on?",a2c18bc5-3821-4615-8328-4b4820079f19,65e8b8b1-f025-4a8e-ba22-fadb8f7a1e1e
OSA - Parity,data.json,3,TRAINEE,"Hi Norm, may I start with a policy number to get started?",c9827415-e465-4d34-af5c-8726a010286c,
OSA - Parity,data.json,4,SYM,"This case for Marty Juana has taken forever, what is the underwriter waiting on? The policy number is T195129.",e57ce97a-a291-4956-b3a4-455ac7b710c2,bd5322fb-13e2-4d36-83cd-736657889d46
OSA - Parity,data.json,5,TRAINEE,"Thank you, Norm, I do have Marty's case pulled up here. You would like to talk about what will move this case to approval, is that correct?",2c32c820-b7bd-4a47-a987-216fe2ce4485,
OSA - Parity,data.json,6,SYM,"Yes, that is what I'm looking for.",acc826ad-2615-4008-8b3a-275a5e068354,6d0ea990-7959-4f47-94db-08caab1dfbf0
OSA - Parity,data.json,7,TRAINEE,Please give me a moment so I can review the details of the case and see what we can do to get this moving.,0eb73593-503f-4622-99a6-05ea5c689b6d,
OSA - Parity,data.json,8,SYM,Sounds good!,a8256577-ee47-4d30-a634-0b65a0ecfb52,ebe339e0-eb94-4ad5-b8f0-708af33ea67e
OSA - Parity,data.json,9,TRAINEE,"Thank you so much, I am all up to speed on this case. It looks like we are awaiting records from Dr. Smith's office and that a special authorization was sent to your office by the APS vendor to be reviewed. Do you have a copy of that completed form?",36bebb5b-e874-4b30-8fae-4207fafe2475,
OSA - Parity,data.json,10,SYM,"No, I thought you sent it to the client and not just to me.",5bb2b73e-2b38-494a-b085-6fcc4e607baa,ca1e60e3-f10c-4d86-9967-80d911c32dc4
OSA - Parity,data.json,11,TRAINEE,"Thank you, Norm. Let me take a moment to review the notes from our APS vendor to determine where the document was sent.",93066be3-2b54-42af-8a83-507b6f4d0306,
OSA - Parity,data.json,12,SYM,"Please do, I hope you sent it to the client.",9e854dc7-e403-4b3c-aeb3-001d65a61e8b,f60ace52-4b3a-4671-ac54-f54d11da586c
OSA - Parity,data.json,13,TRAINEE,"It doesn't appear that this was sent directly to the client, instead it was sent to your office to facilitate that request. I can have that resent to you right away.",09bd2650-63a5-4737-a0bd-f580d33efd3f,
OSA - Parity,data.json,14,SYM,"Ok, that is fine. Do you really need these records though? It's been a long time.",84c86523-cd6c-4c43-8044-48f8d7dcf5e2,9dfb4eea-f91a-488b-bebf-25b84e9ae85c
OSA - Parity,data.json,15,TRAINEE,"It does look from the notes that the underwriter does require these notes in order to reach the final decision, however, I will put in a note requesting for a risk review and the underwriter will reach out with that information. In the meantime, I'll get the form over to you to reduce any further delay.",5ca7ebb2-af48-4bfe-b40b-444c61eaa1ff,
OSA - Parity,data.json,16,SYM,That sounds fair. Thank you.,3e4d365a-4166-44aa-b613-61fda1e50586,33d1c33e-23f1-4c2a-9237-007b28d150fb
OSA - Parity,data.json,17,TRAINEE,Of course. Is there anything else I can assist you with?,8b2e17c8-f7de-4e8b-99b3-389d97448834,
OSA - Parity,data.json,18,SYM,"No, that was all.",2004e02f-c1dc-4fca-9a3e-dfdffc322fff,a016d28d-3e05-4809-a0f5-4fc2c42138ce
OSA - Parity,data.json,19,TRAINEE,"Awesome, well thank you so much for putting your trust in Northwestern Mutual. Have a great rest of your day.",6afb18ce-163c-4c15-b353-6e67918d35ed,
OSA - Parity,data.json,20,SYM,"Thank you, you as well!",e86e53f8-f343-4627-a6e1-e710c1781195,b48ca6e8-3a06-4624-b9e5-4c1f9d210af4
OSA - Parity 2.0,data.json,1,TRAINEE,"Thank you for calling Northwestern Mutual, Underwriting Case Management, this is ________. How may I help you?",23547834-2111-48fe-bf9d-34187086cb49,
OSA - Parity 2.0,data.json,2,SYM,"Hi! This is Norm Weston calling from John Barrett's office. This case for Marty Juana has taken forever, what is the underwriter waiting on?",e5cd061f-4f33-46df-9f52-61549884f542,fdda3b9a-5776-497d-9b92-84f59aa7382e
OSA - Parity 2.0,data.json,3,TRAINEE,"Hi Norm, may I start with a policy number to get started?",5de2a2c7-46c1-4e53-a046-413627914c84,
OSA - Parity 2.0,data.json,4,SYM,"This case for Marty Juana has taken forever, what is the underwriter waiting on? The policy number is T195129.",5043dc22-8caf-4bd4-b964-79515a521d04,7306219e-dbbe-4caa-bd0f-094b9da00cbf
OSA - Parity 2.0,data.json,5,TRAINEE,"Thank you, Norm. Give me one moment to pull up the case.",17db9267-60c7-4ed0-8703-82fd9b4a32c4,
OSA - Parity 2.0,data.json,6,TRAINEE,"Thank you, Norm, I do have Marty's case pulled up here. You would like to talk about what will move this case to approval, is that correct?",c331ec3a-d83b-47d1-ba3a-0a8d14436f65,
OSA - Parity 2.0,data.json,7,SYM,"Yes, that is what I'm looking for.",c75425ab-5515-4a28-acb2-a9626b7a515b,7125bff5-3656-4be7-a5f8-60ba59586215
OSA - Parity 2.0,data.json,8,TRAINEE,Please give me a moment so I can review the details of the case and see what we can do to get this moving.,aef585d3-1edd-446e-8164-a0717d896718,
OSA - Parity 2.0,data.json,9,SYM,Sounds good!,3a0ccafd-3995-49e8-8ef2-7c6f8259d2e8,ea111670-e45a-4fd5-8170-bb7cf1a61b2e
OSA - Parity 2.0,data.json,10,TRAINEE,"Thank you so much, I am all up to speed on this case. It looks like we are awaiting records from Dr. Smith's office and that a special authorization was sent to your office by the APS vendor to be reviewed. Do you have a copy of that completed form?",78010c13-3475-41a1-a4ff-49d19658ae5d,
OSA - Parity 2.0,data.json,11,SYM,"No, I thought you sent it to the client and not just to me.",bce84a59-5bfa-4801-aab8-2b50dade75c9,172b138b-a87f-48a7-8788-2af3a503d035
OSA - Parity 2.0,data.json,12,TRAINEE,"Thank you, Norm. Let me take a moment to review the notes from our APS vendor to determine where the document was sent.",f335641b-be7b-49e1-b1f6-f292bb81f396,
OSA - Parity 2.0,data.json,13,SYM,"Please do, I hope you sent it to the client.",c29fe0da-16b7-4df5-9287-06f758048023,6cee7d28-b352-45a8-8da8-04b8e3c3472e
OSA - Parity 2.0,data.json,14,TRAINEE,"It doesn't appear that this was sent directly to the client, instead it was sent to your office to facilitate that request. I can have that resent to you right away.",ec2805dd-83d4-4b84-b3e8-f1ca5cadabd5,
OSA - Parity 2.0,data.json,15,SYM,"Ok, that is fine. Do you really need these records though? It's been a long time.",736fb554-1560-40f5-84ff-7493f38ed228,8e148333-96ca-4b43-9e03-9e291ffdbbf1
OSA - Parity 2.0,data.json,16,TRAINEE,"It does look from the notes that the underwriter does require these notes in order to reach the final decision, however, I will put in a note requesting for a risk review and the underwriter will reach out with that information. In the meantime, I'll get the form over to you to reduce any further delay.",33a18e28-c147-4879-8477-8134612dcd6c,
OSA - Parity 2.0,data.json,17,SYM,That sounds fair. Thank you.,e942f948-a308-4fd7-8922-511f785b1b9f,e73fa05e-fda0-4e5f-a094-676cbef83bf9
OSA - Parity 2.0,data.json,18,TRAINEE,Of course. Is there anything else I can assist you with?,c4e34dd6-810b-4208-ad3a-e988a4fc89d9,
OSA - Parity 2.0,data.json,19,SYM,"No, that was all.",f0ca913c-75a9-4ef7-ac8b-05bddbc84897,9bf959a6-60cc-44aa-9b38-51045389b45d
OSA - Parity 2.0,data.json,20,TRAINEE,"Awesome, well thank you so much for putting your trust in Northwestern Mutual. Have a great rest of your day.",25c8660c-6edd-4573-9051-8a8bcdf5e12a,
OSA - Parity 2.0,data.json,21,SYM,"Thank you, you as well!",197df239-6bde-4886-b776-5921c7aa72fe,1e819299-7af1-4b0a-9471-daaaf42eca39
Raising a Commitment,data.json,1,SYM,Click on the arrow at the side of Interaction Record and click on Internal Commitment,49c50432-6a4f-4078-8607-540eabe9497f,d412ecc8-d606-4fd6-983b-e4b7cc67e63e
Raising a Commitment,data.json,2,SYM,This will open a new style screen. First match the description to the one that shows on the commitment’s matrix. This can be copied and pasted. In this case we will put Priority Services Register.,31129a14-fd04-493b-9c8b-9a5d5a00bd41,1a3551a9-1a3c-4d06-8672-9fbc298f641b
Raising a Commitment,data.json,3,SYM,Select Internal Contact from the Channel/Direction drop down,02754531-ceb8-4110-9101-ff9d7a33d094,53351459-7ab4-48ae-86bf-1e9f0a8e46ac
Raising a Commitment,data.json,4,SYM,Select Billing Enquiry from the Type of Contact drop down. The status should remain Open.,f49ecd2d-3e33-4ec0-b5e8-4afe8964e727,dfa62446-5012-4c2e-981c-c5e1eecce28c
Raising a Commitment,data.json,5,SYM,The Categorisation needs to be the same as what is advised on Agent Assist for the commitment type you are raising. In this example we are choosing Move In.,67f99507-eac1-4458-b85c-84298b347feb,55696c28-6be1-4ed0-9532-b6fbdf5945bb
Raising a Commitment,data.json,6,SYM,Choose Process Move In,8d6407d6-d306-4a86-b570-a9ddc5f7e1e7,c8c2b53e-ef4a-425d-8f30-e7cbb0969607
Raising a Commitment,data.json,7,SYM,Choose Move in completed DD set up,0806bd55-3da0-42dc-9670-117f5abfb6eb,1a8d3c63-3d34-40ed-9134-4bc9a32c147d
Raising a Commitment,data.json,8,SYM,Click on the calendar icon next to received date,70667703-b53a-46a7-9270-d5b5c7dcd20b,9701eb65-0d3f-40bd-9e65-f4c8394a279e
Raising a Commitment,data.json,9,SYM,This need to be the date you are raising the commitment. In this case the 9th July.,1b5a0841-66c2-43db-8472-1e49e74b1480,802c4baa-7ff8-43de-8faa-4360a81cc1c4
Raising a Commitment,data.json,10,SYM,If the Responsible group field has not auto populated click on the two boxes.,82c7c64c-1a55-480e-a53f-f4f92a617e05,fcb99d74-5348-4a1b-b304-c0be8795ac1a
Raising a Commitment,data.json,11,SYM,Type in the code csc_tsp in the Search term field.,f92c4eab-7846-4120-b6a9-13b52c7c9c43,419c147e-b93b-44be-aeaa-7cfeaaa9a7ae
Raising a Commitment,data.json,12,SYM,Click Search,2c63df4f-1481-4577-a0c1-62a54310707f,ce4d6412-40e2-488c-9d11-d8fc03b3661e
Raising a Commitment,data.json,13,SYM,Double click on the relevant line.,af93e730-9cd7-42c8-9cf8-2478a772a69f,c095220a-c2da-4384-a92f-166243c3036d
Raising a Commitment,data.json,14,SYM,Click into two squares on Interaction Centre Agent field,d2092602-c5e4-4e03-8374-17e49dbe9ec9,a4c6dd12-c8ff-40dc-9f7e-01cd5a7d4bf2
Raising a Commitment,data.json,15,SYM,Add your last name (agent) into the Last name field - in this case 'Hall',5341e0af-a825-4957-99c5-5a350d382189,b8accd7d-8061-4d96-aceb-0d355bee7723
Raising a Commitment,data.json,16,SYM,Add your first name (agent) into the First name field - in this case 'Dawn',dad1c195-dc3a-44b5-a758-fbc8f98df996,ffa8a21d-7e39-40ff-95f2-5289d3b21348
Raising a Commitment,data.json,17,SYM,Click Search and double click on your own CPT - in this case CPT-HAD,5b2de773-2f4b-4cfc-80a4-0100628c1789,3c82d03f-d6ff-40e3-9d46-9b689d0c850f
Raising a Commitment,data.json,18,SYM,Under Notes in the box that say’s ‘write note…’ please add a brief note of the conversation and what you have advised the customer.,064d3fc5-2490-4ce9-a85b-9742838aa693,88fe2fa8-58a5-452b-9d36-9095b52f58ac
Raising a Commitment,data.json,19,SYM,Once notes are added click Create Internal Commitment.,07d00c3a-aa4b-47a3-85d0-60e56d920c77,a34feaa4-01c2-4b99-80d7-04676260654a
Raising a Commitment,data.json,20,SYM,You are now on the Internal Commitment page. This page is where you select the team the commitment goes too and the instructions that are needed.,c5387951-bef3-4e50-8e09-9ee16ef460c7,73f1aae5-25a8-4dda-962f-e5dad68b37d4
Raising a Commitment,data.json,21,SYM,Leave the Employee Responsible field blank and click on the 2 boxes at the side of Responsible group,69677833-2659-4926-8008-ec0cd8f62135,4863b64c-8c62-4f6a-b127-225795c4ae34
Raising a Commitment,data.json,22,SYM,In the Search term box type in the relevant code from the Commitments matrix in this case cbs_dasp,bef91aab-4300-4822-9049-20c8ae79a0b5,e303c062-b072-442d-96ae-f35dc5599d33
Raising a Commitment,data.json,23,SYM,Click Search,294585c6-586b-4b18-967c-83bf4a888fcc,ed12e0ea-5588-4fee-9186-0f6f52ec0629
Raising a Commitment,data.json,24,SYM,Double click on the relevant team you are sending the commitment to.,591e263f-67ea-47e9-a77d-59a0a8a0b89a,7ae84c0e-35f9-4521-919d-bf326b4deebc
Raising a Commitment,data.json,25,SYM,You can now see the Responsible group field is populated. Now scroll down the page.,a2dbc4f8-dd74-4fbe-b726-224a6205374e,2c8696d4-8a2a-4f86-9570-4df9db0b523b
Raising a Commitment,data.json,26,SYM,"In the General Data section, ensure the description and categories are the same as on the commitments matrix.",663f5d16-b955-4648-b736-b5aeaa6c6c35,44c65b6a-1629-4d27-8b88-59ad0924173f
Raising a Commitment,data.json,27,SYM,"For this example, choose Category 1 as Social Plan.",3dcfa2ee-2f2f-45fb-912a-2a25d22d5e09,385ef457-9767-48bc-b753-7e85282b6ac9
Raising a Commitment,data.json,28,SYM,"For this example, choose DWP instruction.",3f9af404-ba10-4595-82d2-43556f9f7203,99a7ad46-7b24-4764-bac5-bf6f2c994eb2
Raising a Commitment,data.json,29,SYM,Click the clock / calendar icon at the side of Commitment Date,fde8ffef-dc68-4b5a-9cc1-e0a4b96f4a7a,a6899d7a-7268-4c31-ac63-1ed91279a249
Raising a Commitment,data.json,30,SYM,Select the correct amount of days / hours the commitment needs to be worked by – in this case 2 working days.,061a377b-2216-4906-a514-a008972f486d,ded9cc89-9704-4f01-a074-610eff8d9f3a
Raising a Commitment,data.json,31,SYM,In the 'Write note...' section add the instructions you want carrying out in the commitment. When putting notes on the internal commitment. Please use the commitment matrix for the notes. This helps to give clear request on what action needs to be updated.,04423734-55d2-491d-8472-19f48395131d,4dd9c790-668e-4d87-885e-559f2b88f25b
Sales U - Closing Conclusion,data.json,1,SYM,It’s closing time for this module.,6f33208f-0e2e-471a-a5d2-35e4aae60ee6,dc65e0a6-232e-49d1-907d-6ce9af49da31
Sales U - Closing Conclusion,data.json,2,SYM,"So, let’s recap all your learnings, move it to the phones.",8fef3e53-7666-4e8b-b0a2-7481086b381c,0135aab9-70ca-4400-a2d2-3e6581af3899
Sales U - Closing Conclusion,data.json,3,SYM,I hope you have learned something new.,e4da5e97-593d-484a-bb60-6a25c634a363,20f0f341-a2e0-4e29-bcbe-de7a19d940af
Sales U - Closing Conclusion,data.json,4,SYM,"Throughout the call, you work hard to gain trust, establish credibility, discover needs, and utilize that information to find the right product for that caller’s needs.",b3f1db41-af18-4136-b560-bb7cb44afd28,bf3a64d2-5bc5-495b-9d8b-9570288c6faf
Sales U - Closing Conclusion,data.json,5,SYM,"However, you can’t get the sale if you don’t ask! That’s the importance of closing.",1c282802-61de-4ebb-8624-47361def4472,1d8dd386-f9ee-499a-a132-8747c72e652e
Sales U - Closing Conclusion,data.json,6,SYM,We should be asking for the sale immediately after providing the price.,a733ac95-a371-4c66-90ed-5f5b09eca965,2da6d176-c291-4281-80d2-a199e640862d
Sales U - Closing Conclusion,data.json,7,SYM,"This is why a best practice during the discover process is to ask the budget question last, because it is a natural transition to price.",9a876a53-f854-4b47-864d-ee56d7e77139,f7ee5446-0d8c-430a-b0a1-5f459c872c63
Sales U - Closing Conclusion,data.json,8,SYM,"By asking the budget question last, you are in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.",9165f5cd-0876-4c8b-9209-e66004e0c026,6cf70c9d-a3c6-4060-b033-9d61f4f34fd4
Sales U - Closing Conclusion,data.json,9,SYM,There are multiple closing techniques you can use.,a71878f2-8615-41a6-bac5-0648515b537c,4f85bb22-d018-4530-8da3-ae239e97efd6
Sales U - Closing Conclusion,data.json,10,SYM,Find the one that works best for your personality and call style.,3d2b9f4f-7a23-4750-86ea-7b680c900712,f595b5a0-e047-4a06-b7bb-a8baa88bddbe
Sales U - Closing Conclusion,data.json,11,SYM,"You don’t have to use the same one every time, don’t be afraid to step outside your comfort zone and try something new!",d2fdff1d-f786-447f-a3f5-1c1458a12543,01553354-685c-4efc-9bac-aa70406b6d0c
Sales U - Closing Conclusion,data.json,12,SYM,Hearing no can and will happen to everyone in a sales role.,a0a20130-28a9-49b6-ad7d-5c9a04f21576,ca1422eb-8c23-40c3-aeec-3c87db8412df
Sales U - Closing Conclusion,data.json,13,SYM,There is not a closing technique that guarantees everyone will say yes.,a44564c3-dc92-40df-991a-1e42f7ec857c,c2bd31d5-8c01-4edc-b793-99fd2ae4a3b1
Sales U - Closing Conclusion,data.json,14,SYM,"Remember to catch it, catch it, change it when it comes to hearing no on calls.",2e8a1c05-d597-47f9-a38a-9a0029c054a3,11e8132b-3d3e-4f0d-802c-b4378022e4f9
Sales U - Closing Conclusion,data.json,15,SYM,You will hear more no’s than yes’s and that’s okay.,f4c4e30b-861f-4c00-8280-066f683b545e,1f49eaee-67ec-42d1-bcea-9d9739120154
Sales U - Closing Conclusion,data.json,16,SYM,So don’t be afraid to go for no - that means you at least asked for the sale!,4a1555b1-68e4-41da-947d-7e491b8e4142,b9afbc63-e4ab-456a-ad80-623c4cec38c0
Sales U - Closing Conclusion,data.json,17,SYM,"It’s officially closing time, open all the queues and let you out into those calls!",50a96bb9-b1c6-466d-9b2d-ce036d6ec835,e22b908a-5f27-4c64-b762-27a8360a7ec6
Sales U - Closing Practice 4 - Empathy Close,data.json,1,SYM,"Hello! If you are starting this sym, that means you chose the Empathy Close as the technique you would like to try on your calls. ​ If you wanted to try a different closing technique, now is the time to exit this sym and head to the one you wanted to practice.",42e19bdd-4e18-4755-b95b-eba814eb8fe4,e815831f-a420-42a3-9c48-028e0c52834b
Sales U - Closing Practice 4 - Empathy Close,data.json,2,SYM,Here are a few tips for how to navigate throughout this Sym. Click the arrow when you’re ready to continue.​,dd201d56-d35c-461b-b23b-6fb84f23e311,ba147148-df64-4e41-ad47-5562f4c706b9
Sales U - Closing Practice 4 - Empathy Close,data.json,3,SYM,"As reviewed earlier, the Empathy Close technique focuses on the customer’s perspective and feelings and leaning into those emotions to show how the product will help them.​",52b4b76a-7529-48c1-8ded-f556b6b62755,8851a2f4-1c68-4397-a9b7-9c253b583222
Sales U - Closing Practice 4 - Empathy Close,data.json,4,SYM,Here’s an example of how an empathy close might sound.​,ea5654d1-b13c-4ded-b12c-ca5434172321,280ab788-56f1-4ad5-907f-e1f6ab5d92a8
Sales U - Closing Practice 4 - Empathy Close,data.json,5,SYM,I know you’re concerned about having this in place for your loved ones so it will just take a few minutes to get you covered today. ​,a5113ded-bda0-449f-b964-d0d6e98ec4b8,1349b300-5add-4805-b2fc-fdb14383f207
Sales U - Closing Practice 4 - Empathy Close,data.json,6,SYM,"Remember, we are going to ask for the sale immediately after providing the price.​ This is why a best practice during the discover process is to ask the budget question last to put yourself in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.",f4389bc2-de5b-4250-a228-0548bc7c0169,41714b0d-3658-4ed5-b26d-5252d0445a2a
Sales U - Closing Practice 4 - Empathy Close,data.json,7,SYM,Here are some more examples of an Empathy Close. ​,43ec9823-81dc-4f14-9e31-127b6d664b8a,3abeb7a3-622f-4994-af20-0e4443b8795e
Sales U - Closing Practice 4 - Empathy Close,data.json,8,SYM,PRICE. I know you’re concerned about having this in place for your loved ones so it will just take a few minutes to get you covered today. ​,92d4a9e7-5b55-407f-a212-aceda2296877,9a8550d4-cc12-4d80-b7de-930f4908866f
Sales U - Closing Practice 4 - Empathy Close,data.json,9,SYM,"PRICE, And I realize it has been difficult to find something that works for you, but I believe this will. It will only take a few more minutes to get you covered today.​",3b319219-57a6-4ee5-9158-30bfc2cc2123,eaabc9e3-958a-4fe7-9180-1b07f518ff38
Sales U - Closing Practice 4 - Empathy Close,data.json,10,SYM,Notice that something they have in common is making the sale today.​ They also reference back to something that was discovered about the customer earlier in the call.​,6a77ef18-2f67-42c7-938b-26048c45f1f4,c2f98389-c1c9-451d-ad0a-8fd4e6902ced
Sales U - Closing Practice 4 - Empathy Close,data.json,11,SYM,"These examples are in other people’s words, take a moment to write down how you would word your empathy close.​",16cc8135-03de-4708-bcb7-5f34cb8d137b,b75d5fef-f613-465d-8eba-dcb3b228e051
Sales U - Closing Practice 4 - Empathy Close,data.json,12,SYM,"Again, let's say you’ve completed the discovery process with Sonya and have determined that an $8,000 UCSL policy will best meet her needs.​",c1295887-23d0-4467-958a-535585a11b52,584506da-a24a-4fbc-b2b0-edd61d2ee9b3
Sales U - Closing Practice 4 - Empathy Close,data.json,13,SYM,"Take a moment to review the information and write down an Empathy Close you could use for Sonya.​ Remember, you should ask for the sale immediately after providing the price.",1a49493e-ab54-4b02-8963-89386fabbeb5,6809366a-8aeb-46e2-8d57-dc3c98ba7b3a
Sales U - Closing Practice 4 - Empathy Close,data.json,14,SYM,Click the “I’m Ready!” icon when you are ready to practice your empathy close.​,edcc0260-405d-4a22-88f9-fb420f84dbe0,bb46df60-4fe1-433f-9273-4c0525a57b29
Sales U - Closing Practice 4 - Empathy Close,data.json,15,TRAINEE,...,40bcfbfc-6a79-44e6-93e9-e7a6a8831052,
Sales U - Closing Practice 4 - Empathy Close,data.json,16,SYM,Great job practicing your Empathy Close.,7c014a92-447b-494d-a711-2036cbb9bea5,22fdd021-89d9-4eed-b9d9-dc387ac3f611
Sales U - Closing Practice 4 - Empathy Close,data.json,17,SYM,"I realize practicing new techniques can be a challenge, but it takes practice to get comfortable. Great job practicing this technique today, try it out on your next call to close the sale – you got this!​",88eaea50-57c4-4956-ae5e-f910bfebef72,0527601c-f512-4aa9-8c0d-82d6aa862aa7
Sales U - Closing Practice 6 - Urgency Close,data.json,1,SYM,"Hello! If you are starting this sym, that means you chose the Urgency Close as the technique you would like to try on your calls. ​ If you wanted to try a different closing technique, now is the time to exit this sym and head to the one you wanted to practice.​ ​",ee34888c-c9e2-4816-8d62-19fa111b8899,50d8ab65-bc74-4f93-8bc7-51db60b7ed02
Sales U - Closing Practice 6 - Urgency Close,data.json,2,SYM,Here are a few tips for how to navigate throughout this Sym. Click the arrow when you’re ready to continue.​,7cbe898f-7698-4979-99d4-cd5e79ee61a0,0d68564a-b415-4eaf-b7d7-a8a60a5598c1
Sales U - Closing Practice 6 - Urgency Close,data.json,3,SYM,"As reviewed earlier, the Urgency Close technique creates a sense of immediacy and potential loss if the customer does not purchase today.​",581a6afe-bf0c-49a6-ba87-74571135c78d,efe26dab-509d-4f97-8321-ea755564f34b
Sales U - Closing Practice 6 - Urgency Close,data.json,4,SYM,Here’s an example of how an urgency close might sound.​,da609b3d-15c1-4bfe-856f-e86316d10d6c,b6a1d3bf-193e-451f-a6d9-c2a405d1a876
Sales U - Closing Practice 6 - Urgency Close,data.json,5,SYM,"When you get this policy today, you’re locking in the rate. Which means you’re getting the best rate from us before you get any older. ​",a2e3545f-0fb7-444c-bc9c-6f00ef4a2900,32b7a67a-d87a-4374-9ae0-8b14b7f83d12
Sales U - Closing Practice 6 - Urgency Close,data.json,6,SYM,"Remember, we are going to ask for the sale immediately after providing the price.​ This is why a best practice during the discover process is to ask the budget question last to put yourself in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.​ ​",bda14c02-cffe-4296-a0f4-0900741c22ea,3c1fc215-5a89-4a22-8098-52a2dfb34c19
Sales U - Closing Practice 6 - Urgency Close,data.json,7,SYM,Here are some more examples of an Urgency Close. ​,72dc6a8d-7f55-4846-8e98-780f676556ef,3fe144d1-ff8e-418b-909a-5cdf62f5971d
Sales U - Closing Practice 6 - Urgency Close,data.json,8,SYM,"PRICE, and when you get this policy today, you’re locking in the rate. Which means you’re getting the best rate from us before you get any older. ​",b96b81e2-3aca-400c-a7c9-4639ab44c181,509487b0-c19b-4b60-be2a-da40b593d775
Sales U - Closing Practice 6 - Urgency Close,data.json,9,SYM,"PRICE, and if you wait until you get older, you’re just going to have to pay more. You’ll want to do this today so you can lock in this rate. ​",fd6420cc-777e-4087-a4ce-c6bc5b33f556,07b7ce39-a1eb-4498-b54c-0ad1152dceee
